gps_x,gps_y,grid_id,trip_id,Date,dri_time,Filename
127.029265,37.66449,15053,9711101,20161101,34582.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.025821,37.658296,17850,34621101,20161101,32163.000000000004,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.050568,37.675795,10274,911102,20161102,4874.999999999996,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.04965200000001,37.669212,13073,911102,20161102,4934.999999999996,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.03993100000001,37.640632000000004,25863,16581102,20161102,34759.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.04154199999999,37.642354,25065,16581102,20161102,34777.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.04298600000001,37.648715,22266,16581102,20161102,34897.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.039875,37.659658,17463,201103,20161103,8730.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.039153,37.661713,16663,201103,20161103,8790.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.04970800000001,37.658908000000004,17873,201103,20161103,9582.000000000004,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.04670700000001,37.683099,7070,4351103,20161103,8712.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.046152,37.660408000000004,17069,4351103,20161103,9327.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.04101399999999,37.667128999999996,14264,5051103,20161103,35466.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.02771000000001,37.646909,23052,5521103,20161103,30720.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.025016,37.645298,23849,5521103,20161103,30780.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.02348799999999,37.643854,24248,5521103,20161103,30840.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.040625,37.665628999999996,14664,10381103,20161103,13915.999999999996,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.03929199999999,37.665268,15063,10381103,20161103,13975.999999999996,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.038486,37.664407000000004,15462,10381103,20161103,14024.0,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
127.036098,37.643798,24260,34601103,20161103,1559.000000000001,/Users/suyoung/downloads/Weekend_100m_10min/Dobong Fire Station_100m_10min.csv
