gps_x,gps_y,grid_id,trip_id,Date,dri_time,Filename
127.043153,37.651575,5334,34491101,20161101,35174.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.048597,37.658825,4536,4871102,20161102,4122.999999999998,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.045902,37.66013,4335,4351103,20161103,9294.000000000002,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.043319,37.656436,4734,14121103,20161103,31734.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.048875,37.653381,5136,33801105,20161105,17619.999999999996,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.04195800000001,37.678794,2333,43331105,20161105,28839.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.054873,37.676656,2539,7301106,20161106,28010.999999999996,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.02168300000001,37.657379999999996,4523,7541106,20161106,720.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.056652,37.644242999999996,6140,8691106,20161106,29339.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.045429,37.698347,135,14231106,20161106,13899.000000000002,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.06106799999999,37.660852,4342,32121106,20161106,32761.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.054346,37.664463,3739,45771106,20161106,28323.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.05628999999999,37.670545000000004,3140,45771106,20161106,28425.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.047097,37.65027,5335,4221109,20161109,15892.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.056513,37.653464,5140,13701109,20161109,32195.000000000004,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.04179199999999,37.649770000000004,5533,46271109,20161109,31673.000000000007,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.061373,37.664019,3942,46481109,20161109,35555.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.05773500000001,37.653797999999995,4940,25981110,20161110,34406.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.03384799999999,37.652519,5129,40261110,20161110,32484.999999999996,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.04093,37.67285,2932,40691110,20161110,29998.999999999996,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.04306899999999,37.675072,2733,40691110,20161110,30050.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.04395900000002,37.646493,5734,16301111,20161111,34741.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.043264,37.643854,6134,16301111,20161111,34801.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.065234,37.658491999999995,4544,10351112,20161112,31021.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.045179,37.696847999999996,134,1731113,20161113,28809.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.065374,37.629217,7744,3311113,20161113,2418.000000000001,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.05759599999999,37.639855,6540,3311113,20161113,2478.000000000001,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.06226200000002,37.648576,5543,3881113,20161113,34645.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.04501299999998,37.69182,734,4541113,20161113,29756.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.05504099999999,37.654325,4939,6451113,20161113,33929.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.058319,37.639216,6741,7451113,20161113,34733.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.056124,37.641882,6340,7451113,20161113,34751.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.05645700000001,37.669462,3340,13181113,20161113,33559.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.052457,37.683265999999996,1738,24571113,20161113,13703.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.050568,37.675767,2537,24571113,20161113,13751.000000000004,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.02401599999999,37.645103999999996,5924,39391113,20161113,15841.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.05518000000001,37.651464000000004,5339,46431113,20161113,30360.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.04620800000001,37.677017,2535,2561114,20161114,34555.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.045791,37.678072,2335,26061114,20161114,35722.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.031154,37.657074,4728,33201114,20161114,28986.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
127.028154,37.652408,5126,13271116,20161116,33536.0,/Users/suyoung/downloads/Weekend_200m_5min/Dobong Fire Station_200m_5min.csv
